iter	Logloss
185	0.2046623054
186	0.2045798996
187	0.2043856798
188	0.2042865498
189	0.2041474373
190	0.2040825483
191	0.2040239978
192	0.2038532472
193	0.2036744269
194	0.2036196386
195	0.2035569379
196	0.2034072132
197	0.203160598
198	0.2031053754
199	0.2030268614
200	0.2028360027
201	0.2026633814
202	0.2025977109
203	0.2024883919
204	0.2023820453
205	0.2023141145
206	0.202147552
207	0.2020259202
208	0.2019257295
209	0.2018696534
210	0.2017128417
211	0.2015039671
212	0.2014627927
213	0.2013576086
214	0.2012012447
215	0.2011174388
216	0.2010624561
217	0.2010061283
218	0.2008953945
219	0.2008500411
220	0.2008047107
221	0.2007696369
222	0.2006819743
223	0.2005550879
224	0.2004361775
225	0.2003768571
226	0.2003296246
227	0.2002933394
228	0.2002268217
229	0.2001131358
230	0.2000567589
231	0.1999504561
232	0.1998619018
233	0.1997845335
234	0.199747512
235	0.1997148677
236	0.1996562719
237	0.1995735723
238	0.1995363693
239	0.199327846
240	0.1991017407
241	0.1990265287
242	0.1987947746
243	0.1987181377
244	0.1986756086
245	0.1986119406
246	0.198580982
247	0.1985414599
248	0.1984995236
249	0.1984274969
250	0.1983901947
251	0.1983403302
252	0.1981618599
253	0.1980627039
254	0.1979752296
255	0.1977993604
256	0.1976999232
257	0.197567067
258	0.1974806282
259	0.1974447687
260	0.197304039
261	0.1972751185
262	0.1972468706
263	0.1971979394
264	0.1971169264
265	0.1970347023
266	0.1969896445
267	0.1969275509
268	0.1968959725
269	0.196763273
270	0.1967347308
271	0.1966740097
272	0.1966280795
273	0.1963441058
274	0.1963137709
275	0.1962449768
276	0.196029027
277	0.1959217567
278	0.1958055706
279	0.1957547233
280	0.195718806
281	0.1956883569
282	0.1956056846
283	0.1955100388
284	0.1954861025
285	0.1954428573
286	0.1953984309
287	0.1953132004
288	0.1952252776
289	0.195162705
290	0.1950203911
291	0.1948869834
292	0.1948509079
293	0.1946744624
294	0.1946243533
295	0.1945244507
296	0.1944984197
297	0.1944751482
298	0.1944423871
299	0.1943985605
300	0.1943171318
301	0.1942517119
302	0.1941986011
303	0.1940410113
304	0.19394187
305	0.1938188922
306	0.1937454729
307	0.193704644
308	0.1936729062
309	0.1936399841
310	0.1935637628
311	0.1935468878
312	0.1935148184
313	0.1934547131
314	0.1933520833
315	0.193297146
316	0.1932544165
317	0.1932092947
318	0.1931036347
319	0.193021967
320	0.1929744245
321	0.1929418689
322	0.1928100721
323	0.1927268806
324	0.1926967195
325	0.1926549538
326	0.1925756129
327	0.1924520356
328	0.1922310214
329	0.1921422299
330	0.1920394137
331	0.1919675585
332	0.1919050578
333	0.1918714599
334	0.1918609219
335	0.1918011284
336	0.1917801775
337	0.1917054282
338	0.191682958
339	0.1916572305
340	0.1916096683
341	0.1915576299
342	0.1915071809
343	0.1914612243
344	0.1913947608
345	0.1913577234
346	0.1912347243
347	0.1911808018
348	0.1911577848
349	0.1911353169
350	0.19110415
351	0.1910813059
352	0.1910155205
353	0.1909817436
354	0.1909559416
355	0.1909257629
356	0.1908959333
357	0.1908786246
358	0.1908130649
359	0.1907715253
360	0.1907503422
361	0.1906876422
362	0.1906673483
363	0.1905261251
364	0.1904435513
365	0.1904053533
366	0.1903734582
367	0.1902828745
368	0.190232489
369	0.190178653
370	0.1901220637
371	0.1900174724
372	0.1899885135
373	0.1899221472
374	0.1898794958
375	0.1898421279
376	0.1898269868
377	0.1897389586
378	0.1896531723
379	0.1896149076
380	0.1895867725
381	0.1895603183
382	0.1894788131
383	0.1894235767
384	0.1893941682
385	0.1893722541
386	0.1893052008
387	0.1892590941
388	0.1892370293
389	0.1891790538
390	0.1891523935
391	0.1891250284
392	0.1890856839
393	0.189062016
394	0.1890215477
395	0.1890035985
396	0.1889637437
397	0.1889437435
398	0.1889091114
399	0.1888833696
400	0.1888594378
401	0.1888322913
402	0.188802671
403	0.1887553855
404	0.1886819533
405	0.1886488419
406	0.1886064442
407	0.1885847048
408	0.1885497697
409	0.1885280179
410	0.188486982
411	0.1884670832
412	0.188443987
413	0.1884341897
414	0.1884157384
415	0.1883331547
416	0.188303253
417	0.1882706519
418	0.1882508293
419	0.1882196389
420	0.1881816972
421	0.1881632035
422	0.1881244965
423	0.1880974483
424	0.1880780722
425	0.1880215965
426	0.1879919737
427	0.1879585249
428	0.1879204213
429	0.1878965403
430	0.187874785
431	0.1878583413
432	0.1877708521
433	0.1877499232
434	0.1877239971
435	0.1876968744
436	0.1876788768
437	0.1876369226
438	0.1875991923
439	0.1875221896
440	0.1874723687
441	0.1873926913
442	0.1873143413
443	0.1872951681
444	0.1872554443
445	0.1872062104
446	0.1871931636
447	0.1871639718
448	0.1871406224
449	0.1871223843
450	0.1870926266
451	0.1870371483
452	0.1870152596
453	0.1869366718
454	0.1869102286
455	0.1868154744
456	0.186778486
457	0.1866987332
458	0.1866463345
459	0.1866180644
460	0.1865877342
461	0.1865291466
462	0.1864997783
463	0.1864545959
464	0.1864289822
465	0.1863918516
466	0.1863616795
467	0.1863243231
468	0.1863065856
469	0.1862743448
470	0.1862356189
471	0.1861994536
472	0.1861656936
473	0.1861363325
474	0.1861071709
475	0.1860516483
476	0.1860015023
477	0.1859737753
478	0.1859448464
479	0.1859235025
480	0.1858855886
481	0.1858517544
482	0.1858203221
483	0.1857885513
484	0.1857630117
485	0.1857294409
486	0.1857082254
487	0.1856395839
488	0.1856176555
489	0.1855895415
490	0.1855633054
491	0.1855310983
492	0.1855005296
493	0.1854335719
494	0.185417782
495	0.1853872219
496	0.1853538342
497	0.185316559
498	0.1852923867
499	0.185268435
500	0.1852421396
501	0.185210835
502	0.185170276
503	0.1851476764
504	0.18509752
505	0.1850680412
506	0.1850357612
507	0.1850153511
508	0.1849738906
509	0.1849561667
510	0.1849264663
511	0.1849119051
512	0.1848970554
513	0.1848768291
514	0.1848421889
515	0.1848332812
516	0.184799224
517	0.1847706482
518	0.18474861
519	0.1847209294
520	0.184675739
521	0.1846534923
522	0.184636614
523	0.1845825088
524	0.1844867058
525	0.1844430822
526	0.1844128946
527	0.1843752704
528	0.1843573075
529	0.1843217191
530	0.1842625429
531	0.1842289874
532	0.1841949749
533	0.1841710223
534	0.1841476711
535	0.1841283464
536	0.1840880082
537	0.1840646101
538	0.1840367893
539	0.183991591
540	0.183967039
541	0.183947501
542	0.1839294374
543	0.1839091131
544	0.1838744701
545	0.1838457035
546	0.183818232
547	0.1837863779
548	0.1837426973
549	0.1837093397
550	0.183663335
551	0.1836318664
552	0.1836065607
553	0.183588972
554	0.1835664131
555	0.183538505
556	0.1835137143
557	0.1834938978
558	0.183475202
559	0.1834536927
560	0.1834378866
561	0.1834162317
562	0.1833821331
563	0.183361614
564	0.1833336712
565	0.1833128725
566	0.1832936358
567	0.1832719456
568	0.183241334
569	0.1832286327
570	0.1832086215
571	0.1831770483
572	0.1831624343
573	0.1831363808
574	0.1831210863
575	0.1831012294
576	0.1830674116
577	0.1830289177
578	0.1829909127
579	0.1829662358
580	0.1829386787
581	0.1829044024
582	0.1828437791
583	0.1828409976
584	0.18281699
585	0.182742811
586	0.1827259054
587	0.1827050715
588	0.1826623153
589	0.1826150698
590	0.1825865782
591	0.1825696877
592	0.1825621644
593	0.1825496205
594	0.1825296107
595	0.1825120863
596	0.1824815376
597	0.1824559911
598	0.1824259739
599	0.1823903001
600	0.1823712558
601	0.1823603941
602	0.1823305772
603	0.1823046573
604	0.1822897001
605	0.1822735098
606	0.182253875
607	0.1822269158
608	0.1821995775
609	0.1821694334
610	0.1821354948
611	0.1821036676
612	0.1820848111
613	0.1820537829
614	0.1820341711
615	0.1820013695
616	0.1819885755
617	0.1819217308
618	0.1818981389
619	0.1818842363
620	0.1818539724
621	0.1817751478
622	0.1817430894
623	0.1817184623
624	0.1816922955
625	0.1816699739
626	0.1816563682
627	0.1815910864
628	0.1815275431
629	0.1814889564
630	0.1814764658
631	0.1814538445
632	0.1814046308
633	0.1813784137
634	0.1813597096
635	0.1813461654
636	0.1813269563
637	0.181289664
638	0.1812673842
639	0.1812404232
640	0.1812080807
641	0.1811874576
642	0.1811639787
643	0.1811539965
644	0.1811320214
645	0.1811096344
646	0.1810932631
647	0.1810556762
648	0.1810285922
649	0.1810007872
650	0.1809836618
651	0.180949271
652	0.1809138487
653	0.1808898217
654	0.1808631839
655	0.1808619694
656	0.180839904
657	0.1808167695
658	0.1808026038
659	0.1807727406
660	0.1807424276
661	0.1806901386
662	0.1806752706
663	0.180657737
664	0.1806371559
665	0.1806147077
666	0.1805728502
667	0.1805489107
668	0.1805214392
669	0.1805006667
670	0.1804810879
671	0.1804520726
672	0.1804324005
673	0.1804033466
674	0.1803817843
675	0.1803662283
676	0.1803299307
677	0.1803081515
678	0.1802977649
679	0.1802871342
680	0.1802627015
681	0.1802228942
682	0.180198495
683	0.1801736991
684	0.180153331
685	0.1801256599
686	0.1800863447
687	0.1800614041
688	0.1800546077
689	0.180035043
690	0.1799973891
691	0.179965485
692	0.1799377766
693	0.1799238813
694	0.1799235024
695	0.1798819641
696	0.1798696906
697	0.1798452838
698	0.1798180217
699	0.1798033085
700	0.1797878125
701	0.1797638424
702	0.1797158142
703	0.1797006069
704	0.1796453955
705	0.1796172455
706	0.1795970184
707	0.1795793009
708	0.1795501305
709	0.1795238747
710	0.1794914872
711	0.1794731463
712	0.1794388418
713	0.1794213604
714	0.179397376
715	0.1793397989
716	0.1793186365
717	0.1792962788
718	0.1792616987
719	0.1792041554
720	0.1791548471
721	0.1791125474
722	0.1790700521
723	0.1790494295
724	0.1790089062
725	0.1789900837
726	0.1789760117
727	0.178948149
728	0.178889363
729	0.178855821
730	0.1788556829
731	0.178833255
732	0.1788321046
733	0.1788150923
734	0.1787796104
735	0.1787626162
736	0.1787288543
737	0.1787040822
738	0.1786849774
739	0.1786564049
740	0.1785948921
741	0.1785695044
742	0.1785410205
743	0.1785216927
744	0.1785156261
745	0.1784896642
746	0.1784697041
747	0.178443403
748	0.1784216844
749	0.1784113503
750	0.1783950835
751	0.1783766564
752	0.1783540936
753	0.1783377241
754	0.1783234683
755	0.1782986301
756	0.1782811758
757	0.1782534072
758	0.1782390152
759	0.1782148964
760	0.1781990444
761	0.1781715369
762	0.1781434731
763	0.1781130095
764	0.1780965389
765	0.1780680705
766	0.1780351534
767	0.1780079078
768	0.1779797182
769	0.1779597974
770	0.1779385109
771	0.1779136853
772	0.1778995207
773	0.1778855542
774	0.1778405341
775	0.1778347273
776	0.1778340292
777	0.1778028242
778	0.1777829823
779	0.1777624102
780	0.1777491664
781	0.1777178561
782	0.1776858227
783	0.1776696331
784	0.1776488414
785	0.1776121959
786	0.1775882049
787	0.1775583561
788	0.1775365645
789	0.1775100048
790	0.1774753383
791	0.1774398117
792	0.1774095238
793	0.1773897233
794	0.1773528194
795	0.1773315693
796	0.1773070315
797	0.1772862551
798	0.1772528189
799	0.1772272323
800	0.1771650415
801	0.1771544755
802	0.1771342417
803	0.1771239238
804	0.177113285
805	0.1770863334
806	0.1770645905
807	0.177035778
808	0.1770135628
809	0.1769924845
810	0.1769729264
811	0.176949413
812	0.1769318786
813	0.1769147768
814	0.1768932267
815	0.1768789348
816	0.1768780219
817	0.1768486369
818	0.1768248022
819	0.1767814222
820	0.176743952
821	0.176693342
822	0.1766719521
823	0.1766586786
824	0.1766390713
825	0.1766110569
826	0.1765794968
827	0.1765594136
828	0.1765309076
829	0.1765192531
830	0.1765113671
831	0.1764805364
832	0.1764747881
833	0.1764399994
834	0.1764141036
835	0.1763945455
836	0.1763743166
837	0.1763641305
838	0.1763466968
839	0.176321457
840	0.1763113978
841	0.1762874775
842	0.1762616427
843	0.1762339428
844	0.176215337
845	0.1761917724
846	0.1761748988
847	0.1761499147
848	0.1761207713
849	0.1760907273
850	0.1760744667
851	0.1760477546
852	0.176024695
853	0.1760095918
854	0.1759913741
855	0.1759593329
856	0.175900501
857	0.1758712064
858	0.1758439659
859	0.1758287976
860	0.175786292
861	0.1757549401
862	0.1757365805
863	0.1756952154
864	0.1756791461
865	0.1756402211
866	0.1756264441
867	0.1756082811
868	0.1755860784
869	0.1755479324
870	0.1755256572
871	0.1755140086
872	0.1755063739
873	0.1754896575
874	0.1754696925
875	0.1754545061
876	0.1754300962
877	0.1753984639
878	0.175387825
879	0.1753595558
880	0.1753244276
881	0.1753131429
882	0.1752909368
883	0.1752613656
884	0.175241024
885	0.1752140355
886	0.1751946064
887	0.1751938377
888	0.1751653951
889	0.1751445665
890	0.1751440986
891	0.1751177633
892	0.17509983
893	0.1750892173
894	0.1750529108
895	0.1750406075
896	0.1750361226
897	0.1750201892
898	0.1749907568
899	0.174953277
900	0.1749340918
901	0.1748898541
902	0.1748644826
903	0.1748402547
904	0.174827943
905	0.1747889315
906	0.1747624479
907	0.1747194568
908	0.1746785645
909	0.1746472587
910	0.1746272762
911	0.1746212068
912	0.1745988853
913	0.1745727476
914	0.1745524504
915	0.1745397815
916	0.1745219376
917	0.1745033675
918	0.1744639838
919	0.1744474173
920	0.1744190074
921	0.1743721492
922	0.1743524508
923	0.174340095
924	0.1743145293
925	0.1742902578
926	0.1742568058
927	0.1742441549
928	0.1742174361
929	0.1741768174
930	0.1741366137
931	0.1741182948
932	0.1740967789
933	0.1740666662
934	0.1740444162
935	0.1740251803
936	0.1740068711
937	0.1739883485
938	0.1739655203
939	0.1739512568
940	0.1739315671
941	0.1738972408
942	0.173874645
943	0.1738436021
944	0.173815759
945	0.1738099691
946	0.1738012552
947	0.1737770164
948	0.1737522028
949	0.1737310138
950	0.1737015522
951	0.1736756753
952	0.1736690951
953	0.1736411302
954	0.1736218065
955	0.173612442
956	0.1735976598
957	0.1735783678
958	0.1735438679
959	0.1735289721
960	0.1735146497
961	0.1735074623
962	0.1734788485
963	0.1734553732
964	0.1734277521
965	0.1734104209
966	0.1733842823
967	0.1733611258
968	0.1733417155
969	0.1733277245
970	0.1733074045
971	0.1732889301
972	0.1732642589
973	0.1732410725
974	0.1732197011
975	0.1732022405
976	0.173157081
977	0.1731173902
978	0.1731000651
979	0.1730811425
980	0.1730743877
981	0.1730613155
982	0.1730612965
983	0.1730604218
984	0.1730444003
985	0.1730283348
986	0.1730121082
987	0.1729983154
988	0.1729982957
989	0.1729879682
990	0.1729654983
991	0.1729543611
992	0.172903566
993	0.1728812275
994	0.1728639748
995	0.1728510248
996	0.1728330588
997	0.1728171552
998	0.1727959105
999	0.1727653575
1000	0.1727435933
1001	0.1727349929
1002	0.1727185459
1003	0.1726924863
1004	0.1726604827
1005	0.1726321073
1006	0.1726130026
1007	0.1725974626
1008	0.1725809071
1009	0.1725574263
1010	0.172541853
1011	0.1725252365
1012	0.1725011559
1013	0.1724749621
1014	0.1724507264
1015	0.1723989519
1016	0.1723745608
1017	0.1723493682
1018	0.1723315348
1019	0.1723134455
1020	0.1722836421
1021	0.1722605277
1022	0.1722339105
1023	0.1722136674
1024	0.1721990099
1025	0.1721760404
1026	0.1721525002
1027	0.1721301263
1028	0.1721042629
1029	0.1720899098
1030	0.1720618128
1031	0.172044288
1032	0.1720143428
1033	0.1719924451
1034	0.1719657237
1035	0.1719521125
1036	0.1719359919
1037	0.1719202826
1038	0.1719060114
1039	0.1718878265
1040	0.1718623922
1041	0.1718348036
1042	0.1718196402
1043	0.1717983732
1044	0.1717776737
1045	0.1717383559
1046	0.1717015077
1047	0.1716847925
1048	0.1716789478
1049	0.1716589509
1050	0.1716324679
1051	0.171602263
1052	0.1715874059
1053	0.1715682322
1054	0.1715459486
1055	0.1715268162
1056	0.1715061986
1057	0.1714943656
1058	0.1714796239
1059	0.1714667379
1060	0.1714413725
1061	0.1714235837
1062	0.171401297
1063	0.1713772175
1064	0.1713533222
1065	0.1713364406
1066	0.1713003969
1067	0.1712643842
1068	0.1712442828
1069	0.1712313124
1070	0.1712288394
1071	0.171194299
1072	0.1711671603
1073	0.1711541095
1074	0.1711389357
1075	0.1711144312
1076	0.1710973179
1077	0.1710760512
1078	0.1710650836
1079	0.1710419907
1080	0.1710187053
1081	0.1709984216
1082	0.1709606178
1083	0.1709422631
1084	0.1709210454
1085	0.1709094573
1086	0.1708827611
1087	0.1708668347
1088	0.1708363369
1089	0.1708202146
1090	0.1708022708
1091	0.1707730759
1092	0.1707507809
1093	0.1707377869
1094	0.1707198003
1095	0.1706857915
1096	0.1706644445
1097	0.1706454669
1098	0.1706297029
1099	0.170598197
1100	0.1705795191
1101	0.1705523389
1102	0.1705464085
1103	0.170538161
1104	0.1704973427
1105	0.1704779927
1106	0.1704499758
1107	0.1704092281
1108	0.1703699018
1109	0.1703542487
1110	0.1703470292
1111	0.1703276701
1112	0.1702950733
1113	0.1702750472
1114	0.1702556705
1115	0.1702139243
1116	0.1701965651
1117	0.1701960046
1118	0.1701789441
1119	0.1701663585
1120	0.1701545866
1121	0.1701333993
1122	0.1701198612
1123	0.1700947652
1124	0.1700738853
1125	0.1700360644
1126	0.1700135557
1127	0.1699966265
1128	0.1699629378
1129	0.16995429
1130	0.1699443106
1131	0.1699183428
1132	0.1699025242
1133	0.1698910962
1134	0.1698759933
1135	0.1698605767
1136	0.1698449913
1137	0.169834704
1138	0.1698140413
1139	0.1697930106
1140	0.1697714093
1141	0.1697499099
1142	0.1697304958
1143	0.1697056061
1144	0.1696833453
1145	0.1696646237
1146	0.1696516927
1147	0.16962752
1148	0.1696102761
1149	0.1695930167
1150	0.1695747952
1151	0.1695693354
1152	0.1695584189
1153	0.1695368757
1154	0.169527079
1155	0.169512073
1156	0.169494832
1157	0.1694808602
1158	0.1694666516
1159	0.1694642135
1160	0.1694360275
1161	0.1694134397
1162	0.1693940047
1163	0.1693701551
1164	0.1693328195
1165	0.1693147135
1166	0.1692910115
1167	0.169266878
1168	0.1692522858
1169	0.1692279878
1170	0.1692096733
1171	0.169188878
1172	0.1691692714
1173	0.1691542528
1174	0.1691344243
1175	0.1691308864
1176	0.1690993377
1177	0.1690674628
1178	0.1690545367
1179	0.1690385393
1180	0.1690240482
1181	0.1690002296
1182	0.1689937169
1183	0.168967254
1184	0.1689233236
1185	0.1689127153
1186	0.168884823
1187	0.1688639771
1188	0.1688269781
1189	0.1688088334
1190	0.1687838876
1191	0.1687817556
1192	0.1687789516
1193	0.1687640491
1194	0.1687427238
1195	0.1687292284
1196	0.1687185609
1197	0.168699955
1198	0.1686802799
1199	0.1686597355
1200	0.1686384464
1201	0.168622333
1202	0.1686136935
1203	0.1685917631
1204	0.1685804749
1205	0.1685443769
1206	0.1685259714
1207	0.1685133853
1208	0.168496875
1209	0.1684523386
1210	0.1684395854
1211	0.1683840677
1212	0.1683668726
1213	0.1683361702
1214	0.1683255435
1215	0.1683025809
1216	0.1682715368
1217	0.1682494834
1218	0.1682263955
1219	0.1681926786
1220	0.1681659823
1221	0.1681339306
1222	0.1681229859
1223	0.1681010675
1224	0.1680895641
1225	0.168078495
1226	0.1680574019
1227	0.1680440286
1228	0.1680273304
1229	0.1680014681
1230	0.1679840591
1231	0.1679564174
1232	0.1679325493
1233	0.1679070438
1234	0.1678853302
1235	0.1678634725
1236	0.1678349534
1237	0.1678225189
1238	0.1677970124
1239	0.1677740688
1240	0.1677454923
1241	0.1677375449
1242	0.1677265335
1243	0.1677174945
1244	0.1676963246
1245	0.1676837216
1246	0.167670566
1247	0.1676498488
1248	0.1676307087
1249	0.1675921043
1250	0.1675689678
1251	0.1675447619
1252	0.1675322978
1253	0.1675123055
1254	0.167491496
1255	0.1674792419
1256	0.1674647835
1257	0.1674421561
1258	0.1674097081
1259	0.1673891156
1260	0.1673747888
1261	0.1673587622
1262	0.1673332969
1263	0.1673015972
1264	0.1672706499
1265	0.167258982
1266	0.1672425191
1267	0.1672335252
1268	0.1672127281
1269	0.1671858851
1270	0.1671708076
1271	0.1671542466
1272	0.1671433124
1273	0.1671351859
1274	0.1671229002
1275	0.1671025252
1276	0.1670633543
1277	0.1670379575
1278	0.167018795
1279	0.1669954611
1280	0.1669832594
1281	0.1669631625
1282	0.1669364251
1283	0.1669166466
1284	0.1668934078
1285	0.1668573705
1286	0.1668378006
1287	0.1668196043
1288	0.1668094243
1289	0.1668088422
1290	0.1667807588
1291	0.1667443366
1292	0.166729013
1293	0.1667172164
1294	0.1666989043
1295	0.1666909816
1296	0.1666701328
1297	0.1666513421
1298	0.1666432315
1299	0.1666320329
1300	0.1665927324
1301	0.1665722735
1302	0.166558946
1303	0.1665361825
1304	0.1664900798
1305	0.1664585484
1306	0.166406241
1307	0.166390398
1308	0.1663593268
1309	0.1663321601
1310	0.1663010351
1311	0.1662907715
1312	0.1662742367
1313	0.1662536686
1314	0.1662444235
1315	0.1662357892
1316	0.1662193515
1317	0.1661995953
1318	0.1661783383
1319	0.1661624153
1320	0.1661467634
1321	0.166132259
1322	0.1661159171
1323	0.1661044687
1324	0.1660903293
1325	0.1660864713
1326	0.1660769991
1327	0.1660537413
1328	0.1660411926
1329	0.1660340315
1330	0.166020701
1331	0.1660064109
1332	0.1659792674
1333	0.1659626765
1334	0.1659442971
1335	0.1659239575
1336	0.1659042983
1337	0.1658745637
1338	0.1658546725
1339	0.1658200624
1340	0.1658171004
1341	0.1657989556
1342	0.1657832367
1343	0.165775752
1344	0.1657598736
1345	0.1657382714
1346	0.1657185709
1347	0.165705764
1348	0.1656827424
1349	0.1656690252
1350	0.1656532616
1351	0.1656355304
1352	0.1656240585
1353	0.16560503
1354	0.1655985534
1355	0.1655624176
1356	0.1655502952
1357	0.1655249886
1358	0.1655043474
1359	0.1654722995
1360	0.1654480289
1361	0.1654278068
1362	0.1654091115
1363	0.1653939209
1364	0.1653737867
1365	0.165342002
1366	0.1653220381
1367	0.165311676
1368	0.1652860216
1369	0.1652683851
1370	0.1652553335
1371	0.1652265909
1372	0.1651991933
1373	0.1651765578
1374	0.1651698301
1375	0.1651586865
1376	0.1651371341
1377	0.1651162879
1378	0.1650943945
1379	0.1650710873
1380	0.1650463587
1381	0.1650277869
1382	0.1650163034
1383	0.1650046087
1384	0.1649875868
1385	0.1649695536
1386	0.1649275759
1387	0.164910852
1388	0.1648898029
1389	0.1648751913
1390	0.1648558651
1391	0.1648362982
1392	0.1648208712
1393	0.1647933519
1394	0.1647722086
1395	0.1647528778
1396	0.1647356602
1397	0.1647079556
1398	0.1646833968
1399	0.1646767382
